id,audio_path,text,source,label_source,cohere_transcript
asc_test_ARA NORM  0008,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0008.wav,أَكَّدَت عَشرُ دُوَلِن عَرَبِيَّةِن شارَكَتِ لخَمِيسَ لماضِيَ فِي جتِماعِ جدَّة مُوافَقَتَها عَلى لإِنضِمامِ إِلى حِلفِن مَعَ لوِلاياتِ لمُتَّحِدَةِ لِشَنِّ حَملَةِن عَسكَرِيَّةِن مُنَسَّقَةِن ضِدَّ تَنظِيمِ أَلدَّولَةِ لإِسلامِيَّةِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0009,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0009.wav,إِلتَحَقَ لُوكا زِيدانَ إِبنُ لنَّجمِ لدَّولِيِّ لفَرَنسِيِّ لجَزائِرِيِّ لأصلِ زَينِ لدِّينِ زِيدان بِالفَرِيق,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0010,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0010.wav,أَلمَشاكِلُ لَّتِي يَترُكُها خَلفَهُ دائِمَن,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0011,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0011.wav,أَلَّذِي يَتَضَمَّنُ مَزايا بَرمَجِيَّةَن وَبَصَرِيَّةَن عَدِيدَةَن تَهدِفُ لِمُواكَبَةِ لتَّطَوُّرِ لحاصِلِ فِي لفَضاءِ لإِلكترُونِي وَتَسهِيلِ ستِفادَةِ لقُرّاءِ مِن خَدَماتِ لمَوقِع,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0012,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0012.wav,أَلفِكرَةُ وَإِن بَدَت جَدِيدَةَن عَلى مُجتَمَعِن يَعِيشُ واقِعَن سَيِئََن لا تُشَجِّعُ عَلى لضَّحِك,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0013,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0013.wav,مُشِيرََن إِلى خِدمَةِ لقُرأانِ لكَرِيمِ وَتَعزِيزِ عَلاقَةِ لمُسلِمِينَ بِهِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0014,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0014.wav,إِنَّهُ عِندَما يَكُونُ أَحَدُ لزَّوجَينِ يَستَخدِمُ أَحَدَ أَشكالِ لتِّكنُولُوجيا أَك^َرَ مِنَ لأاخَر,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0015,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0015.wav,وَذَلِكَ بِحُضُورِ رَئيِسِ لهَيئَةِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0016,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0016.wav,وَذَلِكَ فِي بُطُولَةَ كَأسِ لعالَمِ لِلأَندِيَةِ بَعدَ نُسخَةِن تارِيخِيَّةِن أَلعامَ لماضِيَ إِنتَهَت بِتَتوِيجِ بايرِن مِيُونِيخَ لأَلمانِيَّ عَلى حِسابِ لرَّجاءِ لمَغرِبِيِّ فِي أَوَّلِ تَأَهُّلِن لِفَرِيقِن عَرَبِيِّن إِلى نِهائِيِّ لمُسابَقَةِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0017,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0017.wav,بَل يَجِبُ لبَح^ُ فِيما تُمَ^ِّلُهُ مِن إِضافَةِن حَقِيقِيَّةِن لِلإِقتِصادِ لمَصرِيِّ فِي مَجالاتِ لتَّوظِيف بِاعتِبارِ أَنَّ مُشكِلَةَ لبِطالَةِ مِنَ لمُشكِلاتِ لرَّئِيسِيَّةِ فِي مِصر,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0018,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0018.wav,تَحتَضِنُ قاعَةُ ذا فِينيُو- وَسَطَ بَيرُوتَ مَعرِضَ لفَنِّ لإِستِ^نائِيِّ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0019,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0019.wav,تَربِيَةُ لحَمامِ هِوايَةُن وَمِهنَةُن لِبَعضِ لنّاس,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0020,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0020.wav,تَسعى شَبَكَةُ لتَّواصُلِ لإِجتِماعِيِّ لصّاعِدَةُ إِيلو إِلى مُنافَسَةِ شَبَكَةِ فيسبُوك عَبرَ لتَّخَلِّي عَنِ لإِعلاناتِ والحِفاظِ عَلى لخُصُوصِيَّةِ وَحِمايَةِ لبَيانات,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0021,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0021.wav,جَمعُ لمُؤَنَّ^ِ لسَّالِمِ مِ^لَ فازَت إِحدى لطَّالِباتِ فِي مُسابَقَةِ لقِراءاتِ لقُرأانِيَّةِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0022,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0022.wav,حَتّى لأَمسِ لقَرِيب كانَ لكَ^ِيرُ مِنَ لأُوكرانِيِّين يُشَكِّكُونَ فِي نتِماءِ تَتارِ شِبهِ جَزِيرَةِ لقَرم,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0023,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0023.wav,حَذَّرَتِ لأُمَمُ لمُتَّحِدَةُ مِن أَنَّ لعالَمَ سَيُواجِهُ خِلالَ لعُقُودِ لمُقبِلَةِ تَفاقُمَ أَزمَةِن مُزدَوِجَةِن فِي لمِياه والكَهرَباء,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0024,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0024.wav,حُضُورُ بَعضِ لزُّعَماءِ فِي أَلمَسِيرَةِ لجُمهُورِيَّةِ بِبارِيس,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0025,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0025.wav,حَي^ُ كانَ لعَرَبُ أوَّلَ مَن عَرَفَ قِيمَتَها لعِلاجِيَّةَ فِي لقَرنِ لعاشِرِ قَبلَ لمِيلاد فِي مَملَكَةِ سَبَأ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0026,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0026.wav,دَخَلَتِ لتِّكنُولُوجيا فِي كُلِّ بَيتِن وَأُسرَةِن وَأَصبَحَت تُشَكِّلُ لجُزءَ لكَبِيرَ مِن حَياتِنا,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0027,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0027.wav,دُونَ تَحمِيلِ لجِسمِ جُهدَن كَبِيرَن فِي لبِدايَةِ قَد يَتَسَبَّبُ فِي نُفُورِ لشَّخصِ مِنَ لإِستِمرار,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0028,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0028.wav,رَغمَ لنِّزاعِ لدّامِي أَلَّذِي يَعصِفُ بِالبِلاد مُنذُ ^َلأَ^ِ سَنَوات,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0029,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0029.wav,رَفَضَ مَجلِسُ لأَمنِ لدَّولِيُّ مَشرُوعَ لقَرارِ لفِلِسطِينِيِّ لرّامِي إِلى إِنهاءِ لإِحتِلالِ لإِسرائِيلِيِّ فِي عامَين,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0030,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0030.wav,رَمزُ لدَّولَةِ لتُّركِيَّةِ لعِلمانِيَّةِ َلَّتِي تَأَسَّسَت عَقِبَ نهِيارِ لدَّولَةِ لعُ^مانِيَّةِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0031,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0031.wav,شارَكَ مَوقِعُ أَلجَزِيرَةِ لِتَعَلُّمِ لعَرَبِيَّةِ فِي لمُؤتَمَرِ لدَّولِيِّ ل^ّانِي لِلُّغَةِ لعَرَبِيَّةِ أَلَّذِي نَظَّمَتهُ جامِعَةُ مَولانا مالِك إِبراهِيم أَلإِسلامِيَّةُ لحُكُومِيَةُ بِمَدِينَةِ مالانق بِالتَّعاوُنِ مَعَ جامِعَةِ دارِ لسَّلام بِمَدِينَةِ كُونتُور فِي أَندُونِيسيا,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0032,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0032.wav,شَرَعَ لإِتِّحادُ لتُّونُسِيُّ لِلفُرُوسِيَّةِ فِي تَنفِيذ خُطَّةِن تَرنُو إِلى لمُضِيِّ بِهَذِهِ لرِّياضَةِ نَحوَ بُلُوغِ لعالَمِيَّةِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0033,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0033.wav,شَهِدَ عامُ أَلفَينِ وَأَربَعَةَ عَشرَةَ عِدَّةَ إِنجازاتِن طِبِّيَّةِن,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0034,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0034.wav,عادَ إِرتِفاعُ أَسعارِ لأدوِيَةِ وَشُحُّ لمُنقِذِ لِلحَياةِ مِنها لِيُطِلَّ بِرَأسِهِ فِي لسُّودانِ مِن جَدِيدِن,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0035,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0035.wav,عَلى عتِبارِها تُساعِدُ عَلى تَوسِيعِ مَدارِكِ لأَطفال وَتَجعَلُ مِنهُم أُناسَن مُ^َقَّفِينَ مُستَقبَلَن وَمُواكِبِينَ لِعَصرِ تِكنُولُوجيا لمَعلُومات,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0036,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0036.wav,وَذَلِكَ عَلى خِلافِ نُظَرائِهِ لسّابِقِين,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0037,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0037.wav,فَتَحَت أَكادِيمِيَّةُ لمُوسِيقى لعَرَبِيَّةِ رَسمِيَّن يَومَ لسَّبت أَبوابَها فِي برُوكسِل بِحُضُورِ مَجمُوعَةِن مِنَ لوُزَراء وَرِجالِ لفَنِّ لبَلجِيكِيِّينَ والعَرَب,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0038,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0038.wav,فَتَحظى بِتَعَلُّمِن يَمحُو أُمِّيَّتَها وَيُضِيءُ لَها طَرِيقَ لمَعرِفَةِ والتِّكنُولُوجيا,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0039,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0039.wav,فَهَذا لمَنزِلُ لمُتَواضِع أَصبَحَ مَحَجََّن لِعَدَدِن كَبِيرِن مِنَ لنِّساءِ لمَرِيضاتِ بِالسَّرَطان,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0040,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0040.wav,حَدَ^َ ذَلِكَ فِي حَي يَعقُوبَ لمَنصُور- لشَّعبِيِّ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0041,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0041.wav,فِي حِينِ كانَ لمَركَزُ لأَوَّلُ فِي لوَ^بِ لعالِي مِن نَصِيبِ لكُرُواتِيَّةِ أانا سِيمِيتش,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0042,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0042.wav,قالَ باحِ^ُونَ إِنَّ رِياحَن أَقوى مِنَ لمُعتاد خَفَّفَت مِن حَرارَةِ سَطحِ لمُحِيطِ لهادِي هِيَ سَبَبُ لتَّباطُئِ لمُؤَقَّت فِي رتِفاعِ دَرَجَةِ حَرارَةِ لأَرض مُنذُ بِدايَةِ لقَرنِ لحادِي والعِشرِين,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0043,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0043.wav,قَبلَ أَن يُسلِمَ لِيُدافِعَ عَن دِينِه مُحِبََّن وَمُحتَرِمَن لِأَصلِهِ وَماضِيه,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0044,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0044.wav,كَما تَمَّ تَحسِينُ واجِهاتِ لتَّنَقُّل واختِيارِ وَسائِلِ لنَّقلِ لمُناسِبَةِ بِشَكلِن كَبِير,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0045,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0045.wav,كَما تُوُفِّيَتِ لرِّوائِيَّةُ لبارِزَةُ والأُستاذَةُ لجامِعِيَّةُ لمِصرِيَّةُ رَضوى عاشُور عَن ^َمانِي وَسِتِّينَ عامَن,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0046,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0046.wav,كَما شارَكَت طالِباتُن مِن مَدارِسَ فِلَسطِينِيَّةِن أَلفَنّانَةَ لتُّركِيَّةَ فِي عَمَلِ لَوحات,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0047,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0047.wav,لامَسَ مُذَنَّبُن يُطلَقُ عَلَيهِ إِسمُ سايدِينغ سبرِينغ كَوكَبَ لمِرِّيخِ عِندَ مُرُورِهِ بِمُحاذاتِه,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0048,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0048.wav,لَقَد ساهَمَتِ لتِّكنُلُوجيا فِي تَقلِيلِ لنِّزاعاتِ لأُسَرِيَّةِ وَأَعطَت لِكُلِّ فَردِن نَوعَن مِنَ لإِستِقلالِيَّةِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0049,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0049.wav,لَكِنَّ مَصدَرَن فِي لوَفدِ قال إِنَّ لسِّعرَ سَيَنخَفِضُ بَعدَ نخِفاضِ أَسعارِ لنَّفطِ فِي لعالَم,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0050,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0050.wav,لَم يَمنَع ضَعفُ مَوارِدِ لتَّموِيل وارتِفاعُ كُلفَةِ لمُشارَكاتِ لدَّولِيَّةِ رِياضَةَ لفُرُوسِيَّةِ فِي تُونُسَ مِن أَن تَستَقطِبَ لمِئات مِن عُشّاقِها فِي بَلَدِن يَكادُ لإِهتِمامُ فِيهِ يَقتَصِر عَلى رِياضاتِن شَعبِيَّةِن مُعَيَّنَةِن,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0051,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0051.wav,لِيَضَعا بِذَلِكَ حَدََن لِلعَدِيدِ مِنَ لتَّقارِير أَلَّتِي أَكَّدَت إِمكانِيَّةَ رَحِيلِ للّاعِبِ لمُشاغِبِ قَرِيبََن,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0052,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0052.wav,مُضِيفَن نُحاوِلُ خَلقَ فُرَصِ عَمَلِن بِأَيدِينا,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0053,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0053.wav,وَذَلِكَ مُقارَنَةَن مَعَ لمَحاصِيلِ لزِّراعِيَّةِ لأُخرى,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0054,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0054.wav,مُلقِيَن لضَّوءَ عَلى قَضِيَّةِ لفِتنَةِ لطّائِفِيَّةِ فِي لمُجتَمَعِ لمِصرِيِّ بِأُسلُوبِن بَسِيطِن مِن خِلالِ عَلاقاتِ لأَطفال فِي لمَدرَسَةِ بِزَمِيلِهِمُ لمَسِيحِيِّ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0055,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0055.wav,مِمّا يَدعَمُ نَتائِجَ دِراساتِن سابِقَةِن تُحَذِّرُ مِن مَخاطِرِ لإِفراطِ فِي ستِعمالِ لجَوّال,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0056,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0056.wav,مِن بَينِها أَلإِستِقرارُ وَنَوعِيَّةُ لرِّعايَةِ لصِّحِّيَّةِ وال^َّقافَةِ والبِيئَةِ والتَّعلِيمِ والبِنيَةِ لتَّحتِيَّةِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0057,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0057.wav,مِنها أَقمِشَةُن وَأَدَواتُن مَعدَنِيَّةُن وَخَشَبِيَّةُن وَقِنانُن بلاستِيكِيَّةُن وَزُجاجِيَّةُن وَأَوراقُ صُحُف,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0058,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0058.wav,هَل لِلصِّيامِ تَأ^ِيرُن عَلى عَمَلِ لمُسلِمِينَ فِي لشَّرِكاتِ بِأُورُوبّا,arabic_speech_corpus_wordtier,gold_diacritized_text,
asc_test_ARA NORM  0059,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\test set\wav\ARA NORM  0059.wav,هُناكَ فِكرَةُن طُرِحَت بادِئَ لأَمر بِعَقدِ قِمَّةِن أُورُوبِيَّةِن فِي سَرَيِيفُو بِهَذِهِ لمُناسَبَةِ,arabic_speech_corpus_wordtier,gold_diacritized_text,
