utterance_id,audio_path,reference_text,word_index,word,expected_ending,start_ms,end_ms,speaker,source,buckwalter_word
asc_main_ARA NORM  0004,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0004.wav,وَذَكَرَ التَّقْرِيرُ أَنَ تَرَاجُعَ مَسَاحَةِ الْجَلِيدِ يُمْكِنُ أَيُّخِلَّ بِمُعَدَّلَاتِ إِمْدَادَاتِ الْمِيَاهِ لِعَدَدٍ مِنْ أَنْهَارِ آسْيَا الرَّئِيسِيَّةِ الَّتِي تَمْبُعُ مِنَ الْهَضَبَةِ,11,لِعَدَدٍ,tanwin_kasr,8320.0,9030.0,asc,arabic_speech_corpus_wordtier,liEadadK
asc_main_ARA NORM  0004,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0004.wav,وَذَكَرَ التَّقْرِيرُ أَنَ تَرَاجُعَ مَسَاحَةِ الْجَلِيدِ يُمْكِنُ أَيُّخِلَّ بِمُعَدَّلَاتِ إِمْدَادَاتِ الْمِيَاهِ لِعَدَدٍ مِنْ أَنْهَارِ آسْيَا الرَّئِيسِيَّةِ الَّتِي تَمْبُعُ مِنَ الْهَضَبَةِ,12,مِنْ,none,9030.0,9273.7,asc,arabic_speech_corpus_wordtier,mino
asc_main_ARA NORM  0004,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0004.wav,وَذَكَرَ التَّقْرِيرُ أَنَ تَرَاجُعَ مَسَاحَةِ الْجَلِيدِ يُمْكِنُ أَيُّخِلَّ بِمُعَدَّلَاتِ إِمْدَادَاتِ الْمِيَاهِ لِعَدَدٍ مِنْ أَنْهَارِ آسْيَا الرَّئِيسِيَّةِ الَّتِي تَمْبُعُ مِنَ الْهَضَبَةِ,13,أَنْهَارِ,kasra,9273.7,9947.4,asc,arabic_speech_corpus_wordtier,>anohaAri
asc_main_ARA NORM  0004,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0004.wav,وَذَكَرَ التَّقْرِيرُ أَنَ تَرَاجُعَ مَسَاحَةِ الْجَلِيدِ يُمْكِنُ أَيُّخِلَّ بِمُعَدَّلَاتِ إِمْدَادَاتِ الْمِيَاهِ لِعَدَدٍ مِنْ أَنْهَارِ آسْيَا الرَّئِيسِيَّةِ الَّتِي تَمْبُعُ مِنَ الْهَضَبَةِ,15,الرَّئِيسِيَّةِ,kasra,10500.0,11536.0,asc,arabic_speech_corpus_wordtier,Alr~a}iysiy~api
asc_main_ARA NORM  0004,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0004.wav,وَذَكَرَ التَّقْرِيرُ أَنَ تَرَاجُعَ مَسَاحَةِ الْجَلِيدِ يُمْكِنُ أَيُّخِلَّ بِمُعَدَّلَاتِ إِمْدَادَاتِ الْمِيَاهِ لِعَدَدٍ مِنْ أَنْهَارِ آسْيَا الرَّئِيسِيَّةِ الَّتِي تَمْبُعُ مِنَ الْهَضَبَةِ,17,تَمْبُعُ,damma,12100.0,12825.0,asc,arabic_speech_corpus_wordtier,tamobuEu
asc_main_ARA NORM  0005,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0005.wav,بَيْنَهَا نَهْرَا يَلُو وَيَانْغْتسِي فِي الصِّينْ,5,الصِّينْ,none,2941.5,3520.0,asc,arabic_speech_corpus_wordtier,AlS~iyno
asc_main_ARA NORM  0006,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0006.wav,وَفِي الشَّوْطِ ال^َّانِي اسْتَعَادَ بَارِيسُ سَانْ جِيْرَمانُ مُسْتَوَاهُ وَحَقَّقَ التَّعَادُلَ عَنْ طَرِيقِ ابْرَاهِيمُوفِيتْش مِنْ تَسْدِيدَةٍ اسْتَعْصَتْ عَلَى الْحَارِسْ,5,سَانْ,none,2395.0,2765.0,asc,arabic_speech_corpus_wordtier,saAno
asc_main_ARA NORM  0006,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0006.wav,وَفِي الشَّوْطِ ال^َّانِي اسْتَعَادَ بَارِيسُ سَانْ جِيْرَمانُ مُسْتَوَاهُ وَحَقَّقَ التَّعَادُلَ عَنْ طَرِيقِ ابْرَاهِيمُوفِيتْش مِنْ تَسْدِيدَةٍ اسْتَعْصَتْ عَلَى الْحَارِسْ,6,جِيْرَمانُ,damma,2765.0,3310.0,asc,arabic_speech_corpus_wordtier,jiyoramAnu
asc_main_ARA NORM  0006,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0006.wav,وَفِي الشَّوْطِ ال^َّانِي اسْتَعَادَ بَارِيسُ سَانْ جِيْرَمانُ مُسْتَوَاهُ وَحَقَّقَ التَّعَادُلَ عَنْ طَرِيقِ ابْرَاهِيمُوفِيتْش مِنْ تَسْدِيدَةٍ اسْتَعْصَتْ عَلَى الْحَارِسْ,8,وَحَقَّقَ,fatha,4064.4,4742.8,asc,arabic_speech_corpus_wordtier,waHaq~aqa
asc_main_ARA NORM  0006,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0006.wav,وَفِي الشَّوْطِ ال^َّانِي اسْتَعَادَ بَارِيسُ سَانْ جِيْرَمانُ مُسْتَوَاهُ وَحَقَّقَ التَّعَادُلَ عَنْ طَرِيقِ ابْرَاهِيمُوفِيتْش مِنْ تَسْدِيدَةٍ اسْتَعْصَتْ عَلَى الْحَارِسْ,10,عَنْ,none,5493.0,5720.0,asc,arabic_speech_corpus_wordtier,Eano
asc_main_ARA NORM  0006,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0006.wav,وَفِي الشَّوْطِ ال^َّانِي اسْتَعَادَ بَارِيسُ سَانْ جِيْرَمانُ مُسْتَوَاهُ وَحَقَّقَ التَّعَادُلَ عَنْ طَرِيقِ ابْرَاهِيمُوفِيتْش مِنْ تَسْدِيدَةٍ اسْتَعْصَتْ عَلَى الْحَارِسْ,15,اسْتَعْصَتْ,none,8578.5,9200.0,asc,arabic_speech_corpus_wordtier,AsotaEoSato
asc_main_ARA NORM  0007,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0007.wav,يَتَمَ^َّلُ الْإِبْدَاعُ الْفَنِّيُّ وَالْحَضَارِيُّ الَّذِي يَكْشِفُ عَنْهُ الْمَعْرِضُ فِي تُحَفٍ كَ^ِيرَةٍ مُتَنَوِّعَةٍ شَمِلَتْ عَشَرَاتِ الْأَزْيَاءِ الَّتِي نُسِجَتْ بِأَنَامِلَ ذَهَبِيَّةٍ عَكَسَتْ سِحْرَ وَبَهَاءَ التَّطْرِيزِ بِالْحَرِيرِ وَمَوَادَّ أُخْرَى,0,يَتَمَ^َّلُ,damma,82.3,790.0,asc,arabic_speech_corpus_wordtier,yatama^~alu
asc_main_ARA NORM  0007,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0007.wav,يَتَمَ^َّلُ الْإِبْدَاعُ الْفَنِّيُّ وَالْحَضَارِيُّ الَّذِي يَكْشِفُ عَنْهُ الْمَعْرِضُ فِي تُحَفٍ كَ^ِيرَةٍ مُتَنَوِّعَةٍ شَمِلَتْ عَشَرَاتِ الْأَزْيَاءِ الَّتِي نُسِجَتْ بِأَنَامِلَ ذَهَبِيَّةٍ عَكَسَتْ سِحْرَ وَبَهَاءَ التَّطْرِيزِ بِالْحَرِيرِ وَمَوَادَّ أُخْرَى,9,تُحَفٍ,tanwin_kasr,5530.0,6060.0,asc,arabic_speech_corpus_wordtier,tuHafK
asc_main_ARA NORM  0007,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0007.wav,يَتَمَ^َّلُ الْإِبْدَاعُ الْفَنِّيُّ وَالْحَضَارِيُّ الَّذِي يَكْشِفُ عَنْهُ الْمَعْرِضُ فِي تُحَفٍ كَ^ِيرَةٍ مُتَنَوِّعَةٍ شَمِلَتْ عَشَرَاتِ الْأَزْيَاءِ الَّتِي نُسِجَتْ بِأَنَامِلَ ذَهَبِيَّةٍ عَكَسَتْ سِحْرَ وَبَهَاءَ التَّطْرِيزِ بِالْحَرِيرِ وَمَوَادَّ أُخْرَى,12,شَمِلَتْ,none,8310.0,8910.0,asc,arabic_speech_corpus_wordtier,$amilato
asc_main_ARA NORM  0007,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0007.wav,يَتَمَ^َّلُ الْإِبْدَاعُ الْفَنِّيُّ وَالْحَضَارِيُّ الَّذِي يَكْشِفُ عَنْهُ الْمَعْرِضُ فِي تُحَفٍ كَ^ِيرَةٍ مُتَنَوِّعَةٍ شَمِلَتْ عَشَرَاتِ الْأَزْيَاءِ الَّتِي نُسِجَتْ بِأَنَامِلَ ذَهَبِيَّةٍ عَكَسَتْ سِحْرَ وَبَهَاءَ التَّطْرِيزِ بِالْحَرِيرِ وَمَوَادَّ أُخْرَى,16,نُسِجَتْ,none,10785.0,11394.7,asc,arabic_speech_corpus_wordtier,nusijato
asc_main_ARA NORM  0007,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0007.wav,يَتَمَ^َّلُ الْإِبْدَاعُ الْفَنِّيُّ وَالْحَضَارِيُّ الَّذِي يَكْشِفُ عَنْهُ الْمَعْرِضُ فِي تُحَفٍ كَ^ِيرَةٍ مُتَنَوِّعَةٍ شَمِلَتْ عَشَرَاتِ الْأَزْيَاءِ الَّتِي نُسِجَتْ بِأَنَامِلَ ذَهَبِيَّةٍ عَكَسَتْ سِحْرَ وَبَهَاءَ التَّطْرِيزِ بِالْحَرِيرِ وَمَوَادَّ أُخْرَى,18,ذَهَبِيَّةٍ,tanwin_kasr,12207.1,13203.3,asc,arabic_speech_corpus_wordtier,*ahabiy~apK
asc_main_ARA NORM  0007,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0007.wav,يَتَمَ^َّلُ الْإِبْدَاعُ الْفَنِّيُّ وَالْحَضَارِيُّ الَّذِي يَكْشِفُ عَنْهُ الْمَعْرِضُ فِي تُحَفٍ كَ^ِيرَةٍ مُتَنَوِّعَةٍ شَمِلَتْ عَشَرَاتِ الْأَزْيَاءِ الَّتِي نُسِجَتْ بِأَنَامِلَ ذَهَبِيَّةٍ عَكَسَتْ سِحْرَ وَبَهَاءَ التَّطْرِيزِ بِالْحَرِيرِ وَمَوَادَّ أُخْرَى,19,عَكَسَتْ,none,13457.1,14061.3,asc,arabic_speech_corpus_wordtier,Eakasato
asc_main_ARA NORM  0007,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0007.wav,يَتَمَ^َّلُ الْإِبْدَاعُ الْفَنِّيُّ وَالْحَضَارِيُّ الَّذِي يَكْشِفُ عَنْهُ الْمَعْرِضُ فِي تُحَفٍ كَ^ِيرَةٍ مُتَنَوِّعَةٍ شَمِلَتْ عَشَرَاتِ الْأَزْيَاءِ الَّتِي نُسِجَتْ بِأَنَامِلَ ذَهَبِيَّةٍ عَكَسَتْ سِحْرَ وَبَهَاءَ التَّطْرِيزِ بِالْحَرِيرِ وَمَوَادَّ أُخْرَى,20,سِحْرَ,fatha,14061.3,14560.1,asc,arabic_speech_corpus_wordtier,siHora
asc_main_ARA NORM  0008,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0008.wav,إِضَافَةً إِلَى عَرْضِ أَنْوَاعٍ عَدِيدَةٍ مِنَ الْأَ^َا^ِ الْمُزَخْرَفِ وَالصَّنَادِيقِ وَالْأَوَانِي وَالْأَدَوَاتِ وَالْأَغْطِيَةِ وَاللَّوْحَاتِ الْفَنِّيَّةِ الْعَاكِسَةِ لِتِقْنِيَّاتٍ مُدْهِشَةٍ تُجَسِّدُ مَهَارَاتٍ حِرَفِيَّةً عَرَفَتْهَا الْأَنْدُلُسْ,0,إِضَافَةً,tanwin_fath,78.1,789.2,asc,arabic_speech_corpus_wordtier,<iDaAfapF
asc_main_ARA NORM  0008,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0008.wav,إِضَافَةً إِلَى عَرْضِ أَنْوَاعٍ عَدِيدَةٍ مِنَ الْأَ^َا^ِ الْمُزَخْرَفِ وَالصَّنَادِيقِ وَالْأَوَانِي وَالْأَدَوَاتِ وَالْأَغْطِيَةِ وَاللَّوْحَاتِ الْفَنِّيَّةِ الْعَاكِسَةِ لِتِقْنِيَّاتٍ مُدْهِشَةٍ تُجَسِّدُ مَهَارَاتٍ حِرَفِيَّةً عَرَفَتْهَا الْأَنْدُلُسْ,4,عَدِيدَةٍ,tanwin_kasr,2119.4,2835.0,asc,arabic_speech_corpus_wordtier,EadiydapK
asc_main_ARA NORM  0008,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0008.wav,إِضَافَةً إِلَى عَرْضِ أَنْوَاعٍ عَدِيدَةٍ مِنَ الْأَ^َا^ِ الْمُزَخْرَفِ وَالصَّنَادِيقِ وَالْأَوَانِي وَالْأَدَوَاتِ وَالْأَغْطِيَةِ وَاللَّوْحَاتِ الْفَنِّيَّةِ الْعَاكِسَةِ لِتِقْنِيَّاتٍ مُدْهِشَةٍ تُجَسِّدُ مَهَارَاتٍ حِرَفِيَّةً عَرَفَتْهَا الْأَنْدُلُسْ,7,الْمُزَخْرَفِ,kasra,3755.0,4590.0,asc,arabic_speech_corpus_wordtier,Alomuzaxorafi
asc_main_ARA NORM  0008,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0008.wav,إِضَافَةً إِلَى عَرْضِ أَنْوَاعٍ عَدِيدَةٍ مِنَ الْأَ^َا^ِ الْمُزَخْرَفِ وَالصَّنَادِيقِ وَالْأَوَانِي وَالْأَدَوَاتِ وَالْأَغْطِيَةِ وَاللَّوْحَاتِ الْفَنِّيَّةِ الْعَاكِسَةِ لِتِقْنِيَّاتٍ مُدْهِشَةٍ تُجَسِّدُ مَهَارَاتٍ حِرَفِيَّةً عَرَفَتْهَا الْأَنْدُلُسْ,15,لِتِقْنِيَّاتٍ,tanwin_kasr,11386.0,12502.3,asc,arabic_speech_corpus_wordtier,litiqoniy~aAtK
asc_main_ARA NORM  0008,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0008.wav,إِضَافَةً إِلَى عَرْضِ أَنْوَاعٍ عَدِيدَةٍ مِنَ الْأَ^َا^ِ الْمُزَخْرَفِ وَالصَّنَادِيقِ وَالْأَوَانِي وَالْأَدَوَاتِ وَالْأَغْطِيَةِ وَاللَّوْحَاتِ الْفَنِّيَّةِ الْعَاكِسَةِ لِتِقْنِيَّاتٍ مُدْهِشَةٍ تُجَسِّدُ مَهَارَاتٍ حِرَفِيَّةً عَرَفَتْهَا الْأَنْدُلُسْ,18,مَهَارَاتٍ,tanwin_kasr,14485.0,15375.0,asc,arabic_speech_corpus_wordtier,mahaAraAtK
asc_main_ARA NORM  0008,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0008.wav,إِضَافَةً إِلَى عَرْضِ أَنْوَاعٍ عَدِيدَةٍ مِنَ الْأَ^َا^ِ الْمُزَخْرَفِ وَالصَّنَادِيقِ وَالْأَوَانِي وَالْأَدَوَاتِ وَالْأَغْطِيَةِ وَاللَّوْحَاتِ الْفَنِّيَّةِ الْعَاكِسَةِ لِتِقْنِيَّاتٍ مُدْهِشَةٍ تُجَسِّدُ مَهَارَاتٍ حِرَفِيَّةً عَرَفَتْهَا الْأَنْدُلُسْ,19,حِرَفِيَّةً,tanwin_fath,15375.0,16428.7,asc,arabic_speech_corpus_wordtier,Hirafiy~apF
asc_main_ARA NORM  0009,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0009.wav,يَخْتَلِفُ الْهَاتِفُ الزَّكِيُّ عَنِ الْهَاتِفِ التَّقْلِيدِيِّ فِي أَنَّهُ يُقَدِّمُ عَدَداً مِنْ وَظَائِفِ الْحَوْسَبَةِ الْمُتَطَوِّرَةِ وَقُدُرَاتِ الْإِتِّصَالِ الْمُتَقَدِّمَةِ إِلَى جَانِبِ وَظَائِفِ الْهَاتِفِ التَّقْلِيدِيَّةِ الْأُخْرَى,1,الْهَاتِفُ,damma,945.0,1461.0,asc,arabic_speech_corpus_wordtier,AlohaAtifu
asc_main_ARA NORM  0009,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0009.wav,يَخْتَلِفُ الْهَاتِفُ الزَّكِيُّ عَنِ الْهَاتِفِ التَّقْلِيدِيِّ فِي أَنَّهُ يُقَدِّمُ عَدَداً مِنْ وَظَائِفِ الْحَوْسَبَةِ الْمُتَطَوِّرَةِ وَقُدُرَاتِ الْإِتِّصَالِ الْمُتَقَدِّمَةِ إِلَى جَانِبِ وَظَائِفِ الْهَاتِفِ التَّقْلِيدِيَّةِ الْأُخْرَى,2,الزَّكِيُّ,damma,1461.0,2144.5,asc,arabic_speech_corpus_wordtier,Alz~akiy~u
asc_main_ARA NORM  0009,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0009.wav,يَخْتَلِفُ الْهَاتِفُ الزَّكِيُّ عَنِ الْهَاتِفِ التَّقْلِيدِيِّ فِي أَنَّهُ يُقَدِّمُ عَدَداً مِنْ وَظَائِفِ الْحَوْسَبَةِ الْمُتَطَوِّرَةِ وَقُدُرَاتِ الْإِتِّصَالِ الْمُتَقَدِّمَةِ إِلَى جَانِبِ وَظَائِفِ الْهَاتِفِ التَّقْلِيدِيَّةِ الْأُخْرَى,8,يُقَدِّمُ,damma,4870.0,5655.0,asc,arabic_speech_corpus_wordtier,yuqad~imu
asc_main_ARA NORM  0009,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0009.wav,يَخْتَلِفُ الْهَاتِفُ الزَّكِيُّ عَنِ الْهَاتِفِ التَّقْلِيدِيِّ فِي أَنَّهُ يُقَدِّمُ عَدَداً مِنْ وَظَائِفِ الْحَوْسَبَةِ الْمُتَطَوِّرَةِ وَقُدُرَاتِ الْإِتِّصَالِ الْمُتَقَدِّمَةِ إِلَى جَانِبِ وَظَائِفِ الْهَاتِفِ التَّقْلِيدِيَّةِ الْأُخْرَى,9,عَدَداً,tanwin_fath,5655.0,6149.5,asc,arabic_speech_corpus_wordtier,EadadAF
asc_main_ARA NORM  0009,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0009.wav,يَخْتَلِفُ الْهَاتِفُ الزَّكِيُّ عَنِ الْهَاتِفِ التَّقْلِيدِيِّ فِي أَنَّهُ يُقَدِّمُ عَدَداً مِنْ وَظَائِفِ الْحَوْسَبَةِ الْمُتَطَوِّرَةِ وَقُدُرَاتِ الْإِتِّصَالِ الْمُتَقَدِّمَةِ إِلَى جَانِبِ وَظَائِفِ الْهَاتِفِ التَّقْلِيدِيَّةِ الْأُخْرَى,10,مِنْ,none,6149.5,6395.6,asc,arabic_speech_corpus_wordtier,mino
asc_main_ARA NORM  0010,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0010.wav,وَكَامِرَاتِ التَّصْوِيرِ الْمُدْمَجَةِ ذَاتِ الدِّقَّةِ الْعَالِيَةِ,0,وَكَامِرَاتِ,kasra,65.0,963.0,asc,arabic_speech_corpus_wordtier,wakaAmiraAti
asc_main_ARA NORM  0011,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0011.wav,وَالْمُعَالِجَاتِ ال^ُّنَائِيَّةِ وَالرُّبَاعِيَّةِ النَّوَى,0,وَالْمُعَالِجَاتِ,kasra,65.0,1291.7,asc,arabic_speech_corpus_wordtier,waAlomuEaAlijaAti
asc_main_ARA NORM  0011,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0011.wav,وَالْمُعَالِجَاتِ ال^ُّنَائِيَّةِ وَالرُّبَاعِيَّةِ النَّوَى,2,وَالرُّبَاعِيَّةِ,kasra,2396.3,3664.1,asc,arabic_speech_corpus_wordtier,waAlr~ubaAEiy~api
asc_main_ARA NORM  0013,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0013.wav,لِيَتَمَكَّنَ الْقَارِئُ مِنْ مُتَابَعَةِ تَطَوُّرِ الْقِصَّةِ الْخَبَرِيَّةِ بِشَكْلٍ سَلِسٍ وَفَعَّالٍ,2,مِنْ,none,1675.0,1910.0,asc,arabic_speech_corpus_wordtier,mino
