utterance_id,audio_path,reference_text,word_index,word,expected_ending,start_ms,end_ms,speaker,source
asc_main_ARA NORM  0006,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0006.wav,وَفِي الشَّوْطِ ال^َّانِي اسْتَعَادَ بَارِيسُ سَانْ جِيْرَمانُ مُسْتَوَاهُ وَحَقَّقَ التَّعَادُلَ عَنْ طَرِيقِ ابْرَاهِيمُوفِيتْش مِنْ تَسْدِيدَةٍ اسْتَعْصَتْ عَلَى الْحَارِسْ,8,وَحَقَّقَ,fatha,4950.5,5812.1,asc,arabic_speech_corpus
asc_main_ARA NORM  0006,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0006.wav,وَفِي الشَّوْطِ ال^َّانِي اسْتَعَادَ بَارِيسُ سَانْ جِيْرَمانُ مُسْتَوَاهُ وَحَقَّقَ التَّعَادُلَ عَنْ طَرِيقِ ابْرَاهِيمُوفِيتْش مِنْ تَسْدِيدَةٍ اسْتَعْصَتْ عَلَى الْحَارِسْ,10,عَنْ,none,6860.0,7151.1,asc,arabic_speech_corpus
asc_main_ARA NORM  0006,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0006.wav,وَفِي الشَّوْطِ ال^َّانِي اسْتَعَادَ بَارِيسُ سَانْ جِيْرَمانُ مُسْتَوَاهُ وَحَقَّقَ التَّعَادُلَ عَنْ طَرِيقِ ابْرَاهِيمُوفِيتْش مِنْ تَسْدِيدَةٍ اسْتَعْصَتْ عَلَى الْحَارِسْ,13,مِنْ,none,9046.3,9264.9,asc,arabic_speech_corpus
asc_main_ARA NORM  0007,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0007.wav,يَتَمَ^َّلُ الْإِبْدَاعُ الْفَنِّيُّ وَالْحَضَارِيُّ الَّذِي يَكْشِفُ عَنْهُ الْمَعْرِضُ فِي تُحَفٍ كَ^ِيرَةٍ مُتَنَوِّعَةٍ شَمِلَتْ عَشَرَاتِ الْأَزْيَاءِ الَّتِي نُسِجَتْ بِأَنَامِلَ ذَهَبِيَّةٍ عَكَسَتْ سِحْرَ وَبَهَاءَ التَّطْرِيزِ بِالْحَرِيرِ وَمَوَادَّ أُخْرَى,0,يَتَمَ^َّلُ,damma,82.3,790.0,asc,arabic_speech_corpus
asc_main_ARA NORM  0007,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0007.wav,يَتَمَ^َّلُ الْإِبْدَاعُ الْفَنِّيُّ وَالْحَضَارِيُّ الَّذِي يَكْشِفُ عَنْهُ الْمَعْرِضُ فِي تُحَفٍ كَ^ِيرَةٍ مُتَنَوِّعَةٍ شَمِلَتْ عَشَرَاتِ الْأَزْيَاءِ الَّتِي نُسِجَتْ بِأَنَامِلَ ذَهَبِيَّةٍ عَكَسَتْ سِحْرَ وَبَهَاءَ التَّطْرِيزِ بِالْحَرِيرِ وَمَوَادَّ أُخْرَى,5,يَكْشِفُ,damma,4024.6,4738.9,asc,arabic_speech_corpus
asc_main_ARA NORM  0007,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0007.wav,يَتَمَ^َّلُ الْإِبْدَاعُ الْفَنِّيُّ وَالْحَضَارِيُّ الَّذِي يَكْشِفُ عَنْهُ الْمَعْرِضُ فِي تُحَفٍ كَ^ِيرَةٍ مُتَنَوِّعَةٍ شَمِلَتْ عَشَرَاتِ الْأَزْيَاءِ الَّتِي نُسِجَتْ بِأَنَامِلَ ذَهَبِيَّةٍ عَكَسَتْ سِحْرَ وَبَهَاءَ التَّطْرِيزِ بِالْحَرِيرِ وَمَوَادَّ أُخْرَى,9,تُحَفٍ,tanwin_kasr,6211.5,7258.8,asc,arabic_speech_corpus
asc_main_ARA NORM  0007,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0007.wav,يَتَمَ^َّلُ الْإِبْدَاعُ الْفَنِّيُّ وَالْحَضَارِيُّ الَّذِي يَكْشِفُ عَنْهُ الْمَعْرِضُ فِي تُحَفٍ كَ^ِيرَةٍ مُتَنَوِّعَةٍ شَمِلَتْ عَشَرَاتِ الْأَزْيَاءِ الَّتِي نُسِجَتْ بِأَنَامِلَ ذَهَبِيَّةٍ عَكَسَتْ سِحْرَ وَبَهَاءَ التَّطْرِيزِ بِالْحَرِيرِ وَمَوَادَّ أُخْرَى,10,كَ^ِيرَةٍ,tanwin_kasr,7258.8,7947.9,asc,arabic_speech_corpus
asc_main_ARA NORM  0007,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0007.wav,يَتَمَ^َّلُ الْإِبْدَاعُ الْفَنِّيُّ وَالْحَضَارِيُّ الَّذِي يَكْشِفُ عَنْهُ الْمَعْرِضُ فِي تُحَفٍ كَ^ِيرَةٍ مُتَنَوِّعَةٍ شَمِلَتْ عَشَرَاتِ الْأَزْيَاءِ الَّتِي نُسِجَتْ بِأَنَامِلَ ذَهَبِيَّةٍ عَكَسَتْ سِحْرَ وَبَهَاءَ التَّطْرِيزِ بِالْحَرِيرِ وَمَوَادَّ أُخْرَى,11,مُتَنَوِّعَةٍ,tanwin_kasr,7947.9,9282.1,asc,arabic_speech_corpus
asc_main_ARA NORM  0007,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0007.wav,يَتَمَ^َّلُ الْإِبْدَاعُ الْفَنِّيُّ وَالْحَضَارِيُّ الَّذِي يَكْشِفُ عَنْهُ الْمَعْرِضُ فِي تُحَفٍ كَ^ِيرَةٍ مُتَنَوِّعَةٍ شَمِلَتْ عَشَرَاتِ الْأَزْيَاءِ الَّتِي نُسِجَتْ بِأَنَامِلَ ذَهَبِيَّةٍ عَكَسَتْ سِحْرَ وَبَهَاءَ التَّطْرِيزِ بِالْحَرِيرِ وَمَوَادَّ أُخْرَى,16,نُسِجَتْ,none,12207.1,12865.7,asc,arabic_speech_corpus
asc_main_ARA NORM  0007,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0007.wav,يَتَمَ^َّلُ الْإِبْدَاعُ الْفَنِّيُّ وَالْحَضَارِيُّ الَّذِي يَكْشِفُ عَنْهُ الْمَعْرِضُ فِي تُحَفٍ كَ^ِيرَةٍ مُتَنَوِّعَةٍ شَمِلَتْ عَشَرَاتِ الْأَزْيَاءِ الَّتِي نُسِجَتْ بِأَنَامِلَ ذَهَبِيَّةٍ عَكَسَتْ سِحْرَ وَبَهَاءَ التَّطْرِيزِ بِالْحَرِيرِ وَمَوَادَّ أُخْرَى,19,عَكَسَتْ,none,15204.6,16005.0,asc,arabic_speech_corpus
asc_main_ARA NORM  0008,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0008.wav,إِضَافَةً إِلَى عَرْضِ أَنْوَاعٍ عَدِيدَةٍ مِنَ الْأَ^َا^ِ الْمُزَخْرَفِ وَالصَّنَادِيقِ وَالْأَوَانِي وَالْأَدَوَاتِ وَالْأَغْطِيَةِ وَاللَّوْحَاتِ الْفَنِّيَّةِ الْعَاكِسَةِ لِتِقْنِيَّاتٍ مُدْهِشَةٍ تُجَسِّدُ مَهَارَاتٍ حِرَفِيَّةً عَرَفَتْهَا الْأَنْدُلُسْ,0,إِضَافَةً,tanwin_fath,78.1,859.3,asc,arabic_speech_corpus
asc_main_ARA NORM  0008,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0008.wav,إِضَافَةً إِلَى عَرْضِ أَنْوَاعٍ عَدِيدَةٍ مِنَ الْأَ^َا^ِ الْمُزَخْرَفِ وَالصَّنَادِيقِ وَالْأَوَانِي وَالْأَدَوَاتِ وَالْأَغْطِيَةِ وَاللَّوْحَاتِ الْفَنِّيَّةِ الْعَاكِسَةِ لِتِقْنِيَّاتٍ مُدْهِشَةٍ تُجَسِّدُ مَهَارَاتٍ حِرَفِيَّةً عَرَفَتْهَا الْأَنْدُلُسْ,3,أَنْوَاعٍ,tanwin_kasr,1682.1,2495.9,asc,arabic_speech_corpus
asc_main_ARA NORM  0008,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0008.wav,إِضَافَةً إِلَى عَرْضِ أَنْوَاعٍ عَدِيدَةٍ مِنَ الْأَ^َا^ِ الْمُزَخْرَفِ وَالصَّنَادِيقِ وَالْأَوَانِي وَالْأَدَوَاتِ وَالْأَغْطِيَةِ وَاللَّوْحَاتِ الْفَنِّيَّةِ الْعَاكِسَةِ لِتِقْنِيَّاتٍ مُدْهِشَةٍ تُجَسِّدُ مَهَارَاتٍ حِرَفِيَّةً عَرَفَتْهَا الْأَنْدُلُسْ,4,عَدِيدَةٍ,tanwin_kasr,2495.9,3253.6,asc,arabic_speech_corpus
asc_main_ARA NORM  0008,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0008.wav,إِضَافَةً إِلَى عَرْضِ أَنْوَاعٍ عَدِيدَةٍ مِنَ الْأَ^َا^ِ الْمُزَخْرَفِ وَالصَّنَادِيقِ وَالْأَوَانِي وَالْأَدَوَاتِ وَالْأَغْطِيَةِ وَاللَّوْحَاتِ الْفَنِّيَّةِ الْعَاكِسَةِ لِتِقْنِيَّاتٍ مُدْهِشَةٍ تُجَسِّدُ مَهَارَاتٍ حِرَفِيَّةً عَرَفَتْهَا الْأَنْدُلُسْ,7,الْمُزَخْرَفِ,kasra,4275.0,5414.5,asc,arabic_speech_corpus
asc_main_ARA NORM  0008,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0008.wav,إِضَافَةً إِلَى عَرْضِ أَنْوَاعٍ عَدِيدَةٍ مِنَ الْأَ^َا^ِ الْمُزَخْرَفِ وَالصَّنَادِيقِ وَالْأَوَانِي وَالْأَدَوَاتِ وَالْأَغْطِيَةِ وَاللَّوْحَاتِ الْفَنِّيَّةِ الْعَاكِسَةِ لِتِقْنِيَّاتٍ مُدْهِشَةٍ تُجَسِّدُ مَهَارَاتٍ حِرَفِيَّةً عَرَفَتْهَا الْأَنْدُلُسْ,15,لِتِقْنِيَّاتٍ,tanwin_kasr,13807.6,14971.1,asc,arabic_speech_corpus
asc_main_ARA NORM  0008,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0008.wav,إِضَافَةً إِلَى عَرْضِ أَنْوَاعٍ عَدِيدَةٍ مِنَ الْأَ^َا^ِ الْمُزَخْرَفِ وَالصَّنَادِيقِ وَالْأَوَانِي وَالْأَدَوَاتِ وَالْأَغْطِيَةِ وَاللَّوْحَاتِ الْفَنِّيَّةِ الْعَاكِسَةِ لِتِقْنِيَّاتٍ مُدْهِشَةٍ تُجَسِّدُ مَهَارَاتٍ حِرَفِيَّةً عَرَفَتْهَا الْأَنْدُلُسْ,17,تُجَسِّدُ,damma,16111.8,16870.0,asc,arabic_speech_corpus
asc_main_ARA NORM  0008,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0008.wav,إِضَافَةً إِلَى عَرْضِ أَنْوَاعٍ عَدِيدَةٍ مِنَ الْأَ^َا^ِ الْمُزَخْرَفِ وَالصَّنَادِيقِ وَالْأَوَانِي وَالْأَدَوَاتِ وَالْأَغْطِيَةِ وَاللَّوْحَاتِ الْفَنِّيَّةِ الْعَاكِسَةِ لِتِقْنِيَّاتٍ مُدْهِشَةٍ تُجَسِّدُ مَهَارَاتٍ حِرَفِيَّةً عَرَفَتْهَا الْأَنْدُلُسْ,18,مَهَارَاتٍ,tanwin_kasr,16870.0,17620.4,asc,arabic_speech_corpus
asc_main_ARA NORM  0008,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0008.wav,إِضَافَةً إِلَى عَرْضِ أَنْوَاعٍ عَدِيدَةٍ مِنَ الْأَ^َا^ِ الْمُزَخْرَفِ وَالصَّنَادِيقِ وَالْأَوَانِي وَالْأَدَوَاتِ وَالْأَغْطِيَةِ وَاللَّوْحَاتِ الْفَنِّيَّةِ الْعَاكِسَةِ لِتِقْنِيَّاتٍ مُدْهِشَةٍ تُجَسِّدُ مَهَارَاتٍ حِرَفِيَّةً عَرَفَتْهَا الْأَنْدُلُسْ,19,حِرَفِيَّةً,tanwin_fath,17620.4,6485.0,asc,arabic_speech_corpus
asc_main_ARA NORM  0008,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0008.wav,إِضَافَةً إِلَى عَرْضِ أَنْوَاعٍ عَدِيدَةٍ مِنَ الْأَ^َا^ِ الْمُزَخْرَفِ وَالصَّنَادِيقِ وَالْأَوَانِي وَالْأَدَوَاتِ وَالْأَغْطِيَةِ وَاللَّوْحَاتِ الْفَنِّيَّةِ الْعَاكِسَةِ لِتِقْنِيَّاتٍ مُدْهِشَةٍ تُجَسِّدُ مَهَارَاتٍ حِرَفِيَّةً عَرَفَتْهَا الْأَنْدُلُسْ,21,الْأَنْدُلُسْ,none,16428.7,17255.6,asc,arabic_speech_corpus
asc_main_ARA NORM  0009,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0009.wav,يَخْتَلِفُ الْهَاتِفُ الزَّكِيُّ عَنِ الْهَاتِفِ التَّقْلِيدِيِّ فِي أَنَّهُ يُقَدِّمُ عَدَداً مِنْ وَظَائِفِ الْحَوْسَبَةِ الْمُتَطَوِّرَةِ وَقُدُرَاتِ الْإِتِّصَالِ الْمُتَقَدِّمَةِ إِلَى جَانِبِ وَظَائِفِ الْهَاتِفِ التَّقْلِيدِيَّةِ الْأُخْرَى,5,التَّقْلِيدِيِّ,kasra,3560.0,4770.8,asc,arabic_speech_corpus
asc_main_ARA NORM  0009,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0009.wav,يَخْتَلِفُ الْهَاتِفُ الزَّكِيُّ عَنِ الْهَاتِفِ التَّقْلِيدِيِّ فِي أَنَّهُ يُقَدِّمُ عَدَداً مِنْ وَظَائِفِ الْحَوْسَبَةِ الْمُتَطَوِّرَةِ وَقُدُرَاتِ الْإِتِّصَالِ الْمُتَقَدِّمَةِ إِلَى جَانِبِ وَظَائِفِ الْهَاتِفِ التَّقْلِيدِيَّةِ الْأُخْرَى,7,أَنَّهُ,damma,5044.2,5721.3,asc,arabic_speech_corpus
asc_main_ARA NORM  0009,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0009.wav,يَخْتَلِفُ الْهَاتِفُ الزَّكِيُّ عَنِ الْهَاتِفِ التَّقْلِيدِيِّ فِي أَنَّهُ يُقَدِّمُ عَدَداً مِنْ وَظَائِفِ الْحَوْسَبَةِ الْمُتَطَوِّرَةِ وَقُدُرَاتِ الْإِتِّصَالِ الْمُتَقَدِّمَةِ إِلَى جَانِبِ وَظَائِفِ الْهَاتِفِ التَّقْلِيدِيَّةِ الْأُخْرَى,9,عَدَداً,tanwin_fath,6395.6,7190.0,asc,arabic_speech_corpus
asc_main_ARA NORM  0009,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0009.wav,يَخْتَلِفُ الْهَاتِفُ الزَّكِيُّ عَنِ الْهَاتِفِ التَّقْلِيدِيِّ فِي أَنَّهُ يُقَدِّمُ عَدَداً مِنْ وَظَائِفِ الْحَوْسَبَةِ الْمُتَطَوِّرَةِ وَقُدُرَاتِ الْإِتِّصَالِ الْمُتَقَدِّمَةِ إِلَى جَانِبِ وَظَائِفِ الْهَاتِفِ التَّقْلِيدِيَّةِ الْأُخْرَى,10,مِنْ,none,7190.0,7447.8,asc,arabic_speech_corpus
asc_main_ARA NORM  0009,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0009.wav,يَخْتَلِفُ الْهَاتِفُ الزَّكِيُّ عَنِ الْهَاتِفِ التَّقْلِيدِيِّ فِي أَنَّهُ يُقَدِّمُ عَدَداً مِنْ وَظَائِفِ الْحَوْسَبَةِ الْمُتَطَوِّرَةِ وَقُدُرَاتِ الْإِتِّصَالِ الْمُتَقَدِّمَةِ إِلَى جَانِبِ وَظَائِفِ الْهَاتِفِ التَّقْلِيدِيَّةِ الْأُخْرَى,11,وَظَائِفِ,kasra,7447.8,8165.0,asc,arabic_speech_corpus
asc_main_ARA NORM  0009,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0009.wav,يَخْتَلِفُ الْهَاتِفُ الزَّكِيُّ عَنِ الْهَاتِفِ التَّقْلِيدِيِّ فِي أَنَّهُ يُقَدِّمُ عَدَداً مِنْ وَظَائِفِ الْحَوْسَبَةِ الْمُتَطَوِّرَةِ وَقُدُرَاتِ الْإِتِّصَالِ الْمُتَقَدِّمَةِ إِلَى جَانِبِ وَظَائِفِ الْهَاتِفِ التَّقْلِيدِيَّةِ الْأُخْرَى,12,الْحَوْسَبَةِ,kasra,8165.0,9225.0,asc,arabic_speech_corpus
asc_main_ARA NORM  0010,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0010.wav,وَكَامِرَاتِ التَّصْوِيرِ الْمُدْمَجَةِ ذَاتِ الدِّقَّةِ الْعَالِيَةِ,1,التَّصْوِيرِ,kasra,910.0,1935.0,asc,arabic_speech_corpus
asc_main_ARA NORM  0012,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0012.wav,وَحَالَةِ الْإِسْتِقْطَابِ السِّيَاسِيِّ الْحَادِّ,3,الْحَادِّ,kasra,3035.0,3575.0,asc,arabic_speech_corpus
asc_main_ARA NORM  0013,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0013.wav,لِيَتَمَكَّنَ الْقَارِئُ مِنْ مُتَابَعَةِ تَطَوُّرِ الْقِصَّةِ الْخَبَرِيَّةِ بِشَكْلٍ سَلِسٍ وَفَعَّالٍ,1,الْقَارِئُ,damma,1136.4,1910.0,asc,arabic_speech_corpus
asc_main_ARA NORM  0013,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0013.wav,لِيَتَمَكَّنَ الْقَارِئُ مِنْ مُتَابَعَةِ تَطَوُّرِ الْقِصَّةِ الْخَبَرِيَّةِ بِشَكْلٍ سَلِسٍ وَفَعَّالٍ,2,مِنْ,none,1910.0,2140.0,asc,arabic_speech_corpus
asc_main_ARA NORM  0013,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0013.wav,لِيَتَمَكَّنَ الْقَارِئُ مِنْ مُتَابَعَةِ تَطَوُّرِ الْقِصَّةِ الْخَبَرِيَّةِ بِشَكْلٍ سَلِسٍ وَفَعَّالٍ,8,سَلِسٍ,tanwin_kasr,6805.0,1675.0,asc,arabic_speech_corpus
asc_main_ARA NORM  0013,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0013.wav,لِيَتَمَكَّنَ الْقَارِئُ مِنْ مُتَابَعَةِ تَطَوُّرِ الْقِصَّةِ الْخَبَرِيَّةِ بِشَكْلٍ سَلِسٍ وَفَعَّالٍ,9,وَفَعَّالٍ,tanwin_kasr,1675.0,6903.5,asc,arabic_speech_corpus
asc_main_ARA NORM  0014,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0014.wav,وَمِنْهَا أَيْضاً أَلدَّعْمُ الْمُتَقَدِّمُ لِلْأَرْشَفَةِ,0,وَمِنْهَا,fatha,65.0,730.5,asc,arabic_speech_corpus
asc_main_ARA NORM  0014,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0014.wav,وَمِنْهَا أَيْضاً أَلدَّعْمُ الْمُتَقَدِّمُ لِلْأَرْشَفَةِ,1,أَيْضاً,tanwin_fath,730.5,1316.2,asc,arabic_speech_corpus
asc_main_ARA NORM  0015,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0015.wav,وَيَأْتِي التَّصْمِيمُ الْمُطَوَّرُ لِمَوْقِعِ الْجَزِيرَةِ نِتْ وِفْقاً لِمَفْهُومِ الْبَسَاطَةِ وَالتَّرْكِيزِ عَلَى أَوْلَوِيَّةِ الْمُحْتَوَى,2,الْمُطَوَّرُ,damma,1497.7,2461.2,asc,arabic_speech_corpus
asc_main_ARA NORM  0015,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0015.wav,وَيَأْتِي التَّصْمِيمُ الْمُطَوَّرُ لِمَوْقِعِ الْجَزِيرَةِ نِتْ وِفْقاً لِمَفْهُومِ الْبَسَاطَةِ وَالتَّرْكِيزِ عَلَى أَوْلَوِيَّةِ الْمُحْتَوَى,4,الْجَزِيرَةِ,kasra,3390.0,4395.0,asc,arabic_speech_corpus
asc_main_ARA NORM  0015,arabic_sentence_ending_training\data\raw\arabic_speech_corpus\arabic-speech-corpus\wav\ARA NORM  0015.wav,وَيَأْتِي التَّصْمِيمُ الْمُطَوَّرُ لِمَوْقِعِ الْجَزِيرَةِ نِتْ وِفْقاً لِمَفْهُومِ الْبَسَاطَةِ وَالتَّرْكِيزِ عَلَى أَوْلَوِيَّةِ الْمُحْتَوَى,6,وِفْقاً,tanwin_fath,4606.0,5264.1,asc,arabic_speech_corpus
